TOTAL_VALUE,princ_1,princ_2,LOT_SQFT,GROSS_AREA,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,YR_BUILT_CAT_0,YR_BUILT_CAT_1,YR_BUILT_CAT_2,REMODEL_Unknown,REMODEL_Recent,REMODEL_Old
431.1,1.2188133541322697,-1.1826298541160005,4945,3898,2302,2.0,7,3,2,1,1,0,0,1,0,0,1,0
311.6,-1.064030224578878,0.016753271981448933,5031,2304,1306,1.5,5,2,2,0,1,0,0,1,0,1,0,0
384.2,1.7143655370832553,0.1285581616813224,8600,4459,1848,1.0,7,4,2,0,1,1,0,1,0,1,0,0
356.0,-0.49039070772835747,2.61658322926799,11962,1386,1351,1.0,6,3,1,1,1,1,0,1,0,1,0,0
294.5,-1.1347528155891538,-0.12206207042763662,4615,2304,1306,1.5,6,3,1,1,1,1,0,1,0,1,0,0
383.3,0.36642916184946556,-0.5267912351201083,5478,3184,1930,2.0,8,4,2,2,1,1,0,0,1,1,0,0
306.3,-1.1344049134937901,0.7657279912019376,6710,2232,1044,1.0,6,2,1,0,1,1,0,1,0,1,0,0
349.4,-0.6855635748903126,-0.17108947491415014,5049,2504,1506,1.5,6,3,1,0,1,1,0,1,0,1,0,0
272.3,-1.0808608411894967,-0.016282109986097918,4932,2304,1306,1.5,6,3,1,1,1,1,0,1,0,1,0,0
242.8,-1.0437543655090313,-0.37268471295341055,4108,2636,1254,1.0,7,3,1,0,1,1,0,1,0,1,0,0
333.6,-0.3559220005721894,1.2965167410826186,8931,2367,1306,1.5,6,3,1,1,1,0,0,1,0,1,0,0
371.2,-0.2008125187391402,-0.2060187193972042,5563,2686,1736,2.0,6,4,2,1,1,1,0,0,1,1,0,0
299.4,-1.1282925789103306,-0.10938182280372966,4653,2304,1306,1.5,6,4,1,1,1,1,0,1,0,1,0,0
309.7,-0.451579977099669,0.29331463701558674,6398,2900,1266,1.0,6,3,1,0,1,1,0,1,0,1,0,0
371.5,1.092343093362291,1.7453645135263962,11754,3045,1722,1.5,6,4,2,0,1,1,0,1,0,1,0,0
498.8,6.387083968692442,-2.3690221070192576,8449,6464,4658,1.0,9,4,2,1,1,2,0,1,0,1,0,0
310.6,-0.910872056712228,-0.07416970649337201,4989,2528,1306,1.5,6,3,2,0,1,1,0,1,0,1,0,0
308.8,-1.1218323422315073,-0.09670157517982292,4691,2304,1306,1.5,6,4,1,1,1,0,0,1,0,1,0,0
287.8,-1.0055342099567022,-0.7387186388143397,3296,2634,1407,1.5,6,3,1,1,1,0,0,1,0,1,0,0
337.6,-0.3005313467550326,1.1906558721785485,8749,2400,1360,1.5,6,3,2,0,1,1,0,1,0,1,0,0
333.5,-1.0801744058970706,0.10094080685210069,5226,2128,1372,2.0,7,3,1,1,1,1,0,0,1,1,0,0
300.6,-1.039090374201192,0.009770708141483033,5043,2336,1306,1.5,6,3,2,0,1,1,0,1,0,1,0,0
327.9,-1.3729956502615615,-0.49923353302399504,3447,2096,1400,2.0,7,3,1,0,1,0,0,1,0,0,0,1
316.7,-0.6641600413044866,-0.10166712836922343,5229,2608,1434,1.5,6,3,2,0,1,1,0,1,0,0,0,1
318.1,-1.115372105552684,-0.08402132755591596,4729,2304,1306,1.5,6,3,2,0,1,1,0,1,0,1,0,0
337.6,-0.35314441965828436,-0.34817697860358976,5022,2824,1599,1.5,7,3,1,1,1,1,0,1,0,1,0,0
321.5,-0.6604975170851209,0.06332398561505465,5616,2664,1346,1.5,7,3,1,0,1,0,0,1,0,0,1,0
267.2,-0.7458525808954366,-0.15097909704710558,4998,2724,1326,1.5,8,3,1,1,1,0,1,0,0,1,0,0
302.9,-0.9972754626434623,-0.1249019861781206,4767,2460,1306,1.5,6,3,1,1,1,1,0,1,0,1,0,0
242.0,-1.9374384176371495,1.1875357531574315,6750,1571,754,1.0,5,2,1,0,1,1,0,1,0,1,0,0
507.1,3.2891432156099,0.03479554635293906,10369,4519,2908,2.0,9,5,4,0,1,2,0,1,0,0,1,0
358.9,0.38790127396097346,0.34826259933567255,7554,3271,1591,1.5,7,3,2,0,1,1,0,1,0,1,0,0
330.2,-0.4162553904161048,0.5642797498837601,7092,2778,1270,1.0,7,3,1,0,1,1,0,1,0,1,0,0
290.0,-0.8438758959000076,0.02572891528071512,5304,2576,1288,1.0,5,3,1,1,1,1,0,1,0,1,0,0
322.8,-0.12661609142188265,0.1494513563242372,6494,2674,1671,1.0,5,3,1,0,1,1,0,1,0,1,0,0
278.6,-0.8718056935137617,0.3282903778433494,5980,2576,1165,1.0,6,3,2,0,1,1,0,1,0,1,0,0
309.8,-0.5928379186330758,2.2417081561926384,10925,1645,1255,1.0,4,2,1,0,1,0,0,1,0,1,0,0
325.6,-0.42898633855962115,-0.5719507185456004,4351,3314,1330,1.0,6,3,1,1,1,0,0,1,0,0,0,1
318.2,-0.8615107799627365,-0.005250100666307965,5212,2544,1306,1.5,6,3,1,1,1,1,0,1,0,1,0,0
300.9,-0.9873530602735769,1.0194969493122104,7493,2232,1056,1.0,5,2,1,0,1,0,0,1,0,1,0,0
271.8,-1.3801494059336772,-0.4766031824223992,3480,2208,1320,2.0,4,3,1,0,1,0,0,1,0,1,0,0
263.0,-1.5874953563875933,-0.3091644045921021,3642,1896,1310,1.0,5,3,1,0,1,0,0,1,0,1,0,0
488.2,2.0851841523572547,1.2865460567858467,11845,3932,2017,1.5,8,4,1,2,1,1,0,1,0,0,0,1
338.7,-0.7443660301397622,1.0826680908214954,7974,1985,1347,1.0,7,4,2,0,1,0,0,1,0,1,0,0
317.3,-0.2275787777838192,-0.25847544970062003,5395,2794,1671,1.0,5,2,1,0,1,1,0,1,0,1,0,0
351.4,1.152314526926063,1.281420999069062,10690,3539,1625,1.0,6,3,1,0,1,1,0,1,0,1,0,0
306.9,-1.1943181011903714,1.1424326648650727,7540,2029,996,1.0,5,2,1,0,1,1,0,1,0,1,0,0
424.5,-0.1780527638208641,0.8245039549793323,8021,2624,1434,1.5,7,4,1,1,1,1,0,1,0,1,0,0
308.5,-0.7156353548616802,-0.010207976990257592,5382,2576,1387,1.5,6,2,1,1,1,1,0,1,0,1,0,0
343.4,-0.2696857629422955,0.577449475236962,7366,2202,1711,1.0,8,4,3,0,2,0,0,1,0,1,0,0
374.8,0.46775180627437163,1.9456378996967096,11425,3130,1180,1.0,6,2,1,1,1,2,0,1,0,0,0,1
258.8,-1.6162739749255814,-0.10308853898224488,4063,2168,1056,1.0,5,2,1,0,1,0,0,1,0,1,0,0
297.0,-1.361362949888397,-0.4268222398431551,3611,2307,1256,2.0,6,3,1,1,1,0,0,1,0,1,0,0
259.3,-1.2504809567868982,-0.6560590602696925,3175,2684,1183,1.0,5,2,1,0,1,1,0,1,0,1,0,0
265.3,-2.151844332963086,0.4688827617126805,4770,1758,744,1.0,4,2,1,0,1,1,0,1,0,1,0,0
297.6,-1.3516535758853745,-0.4416930786902625,3596,2230,1314,2.0,6,3,1,0,1,1,0,1,0,1,0,0
402.9,0.6064928946555258,-0.6437997099084155,5442,3838,1739,1.0,8,4,2,0,1,0,0,0,1,0,1,0
268.9,-2.02261444977884,1.5994590797751782,7630,1376,672,1.0,4,1,1,0,1,0,0,1,0,1,0,0
385.5,1.4504825798277943,-1.3786234363296148,4743,4247,2316,2.0,7,4,2,0,1,1,0,1,0,0,0,1
265.6,-1.1663488694798347,-0.24671563549529454,4297,2152,1419,1.0,5,2,1,0,1,1,0,1,0,1,0,0
263.1,-1.3005863922018783,-0.38302831568846685,3767,2548,1137,1.0,5,2,1,0,1,0,0,1,0,0,0,1
257.7,-1.9060060014896132,0.36843204758009673,4830,1912,852,1.0,5,2,1,1,1,1,0,1,0,0,0,1
347.4,-0.37301465388456195,0.4938284563959961,6990,2689,1377,1.5,5,3,1,1,1,0,0,1,0,0,0,1
290.1,-1.4336713303842592,-0.11763624571338145,4275,2019,1274,2.0,6,3,1,1,1,1,0,0,1,1,0,0
332.7,-1.1060494926401883,-0.12987532143433622,4653,2103,1449,2.0,7,3,1,1,1,0,0,1,0,0,1,0
285.8,-1.228082951590798,0.12792986156115144,5090,2249,1190,1.0,6,3,1,0,1,0,0,1,0,1,0,0
284.3,-1.7646553918075718,-0.06641173464694393,3965,2130,966,1.0,5,3,1,0,1,0,0,1,0,1,0,0
261.6,-2.0452525465421894,-0.41297105674956874,2837,1704,1152,2.0,5,3,1,1,1,0,0,0,1,1,0,0
269.8,-1.2621153323568581,-0.5450422947773153,3438,2516,1238,1.5,6,3,1,1,1,0,0,1,0,0,0,1
354.3,-0.17638772819701345,-0.6713519121711893,4509,2594,1968,1.0,7,4,2,0,2,0,0,1,0,1,0,0
339.2,-0.8238309777783188,-0.9771719581957431,3002,2268,1832,1.0,7,3,2,1,2,2,0,1,0,1,0,0
339.2,-0.21638509960426672,0.8772697752022078,8075,2840,1260,1.0,7,2,1,0,1,1,0,1,0,1,0,0
351.8,0.9325829942738616,-0.21215673100061125,6887,3668,1913,1.5,6,3,1,1,1,1,0,1,0,1,0,0
298.5,-1.6079263447220624,0.4287836455760106,5350,1908,1035,1.5,5,2,1,0,1,1,0,1,0,0,0,1
479.2,2.646397375840321,-0.9649278086268762,7162,4941,2564,2.0,9,4,1,1,1,1,1,0,0,0,0,1
293.5,-1.1228115388781401,0.6015441284687868,6330,2319,1056,1.0,5,2,1,0,1,1,0,1,0,1,0,0
438.8,-0.032198115409044374,-0.7771242515471362,4405,2976,1872,2.0,6,3,2,1,1,0,0,0,1,1,0,0
263.2,-1.051512624607018,-0.6950104927846198,3322,2820,1249,1.0,5,2,1,0,1,1,0,1,0,1,0,0
282.9,-1.4099218984871447,0.23437305677988163,5102,2328,983,1.0,6,2,1,1,1,0,0,1,0,0,1,0
264.2,-1.743948659944822,-0.066282406738191,4020,1844,1152,2.0,6,2,1,1,1,0,0,0,1,1,0,0
263.4,-0.9942924151646405,0.1337822682064268,5380,2450,1225,1.0,6,3,1,0,1,0,0,1,0,1,0,0
304.3,-1.4503208991093928,-0.1860062912935382,4063,2322,1104,1.0,5,3,1,0,1,1,0,1,0,1,0,0
331.0,-0.2850847049600123,0.05090331865190136,6020,3091,1347,1.0,6,3,1,0,1,1,0,1,0,1,0,0
309.3,-0.7498364021469839,0.6495001752679865,6887,2604,1120,1.0,7,3,1,0,1,1,0,1,0,1,0,0
335.7,0.21915044004256384,-0.3321165817512866,5730,3376,1648,1.5,10,5,2,0,1,2,0,1,0,0,0,1
293.3,-0.19267343145327015,-0.5362219674530765,4763,3027,1650,1.5,7,2,1,1,1,1,0,1,0,1,0,0
322.2,-1.542084446024557,-0.495121566429207,3245,2070,1300,2.0,6,3,1,0,1,1,0,1,0,0,0,1
290.2,-1.8692961001584507,-0.06760115436157974,3872,1704,1152,2.0,6,3,1,1,1,0,0,0,1,1,0,0
323.7,-0.7682482776233432,-0.5590461427233143,4003,2796,1408,1.5,6,3,1,1,1,1,0,1,0,1,0,0
502.3,2.3433117103071655,0.7809823661667745,10960,4167,2224,1.5,10,3,2,1,1,1,0,1,0,0,1,0
317.0,-0.40957038021726266,0.08624887058488019,5999,2552,1575,1.0,9,3,1,1,1,1,0,1,0,1,0,0
338.8,-0.9153982438292763,0.2857435930543762,5850,2322,1303,2.0,7,3,1,1,1,1,0,1,0,1,0,0
276.4,-2.3223401655827596,1.064381295469165,6037,925,925,1.0,5,3,1,0,1,0,0,1,0,1,0,0
276.8,-1.74191417586856,0.6871106781995339,5789,1894,864,1.0,5,1,1,0,1,0,0,1,0,1,0,0
298.7,-0.6152920852505868,-0.3170837474292974,4750,2954,1333,1.0,6,3,1,0,1,0,0,1,0,1,0,0
315.8,-0.6521274606130314,0.6789448400330022,7088,2524,1224,1.5,6,3,1,1,1,1,0,1,0,1,0,0
300.8,-1.2334684118158414,-0.3536190933815271,3920,2560,1165,1.0,6,3,1,1,1,0,0,1,0,1,0,0
362.2,-0.1833217728956867,-0.2336653669604706,5512,2768,1708,2.0,9,4,2,0,1,0,0,1,0,1,0,0
252.9,-1.3073597457746844,-0.646580830372945,3168,2254,1400,2.0,7,3,1,0,1,0,0,1,0,1,0,0
347.9,-0.21509097253612608,0.08512529812735457,6220,2781,1569,2.0,6,2,1,1,1,1,0,1,0,1,0,0
381.0,0.29664443723100836,1.4663162475757399,10120,2740,1464,1.5,7,3,1,1,1,1,0,1,0,0,1,0
427.2,1.4909110916376396,0.884005059891876,10190,3485,2023,2.0,8,3,1,1,1,2,0,1,0,0,1,0
305.2,-0.8381325669022239,-0.5463082872892906,3944,2800,1354,1.5,5,3,1,1,1,1,0,1,0,1,0,0
352.4,-0.9042884748409512,0.27704786707329787,5850,2258,1352,2.0,8,3,1,1,1,1,0,1,0,1,0,0
282.4,-0.3492447793219928,-0.5556163588146674,4500,3218,1436,1.0,5,2,1,0,1,0,0,1,0,1,0,0
574.8,2.307187824216956,-0.8512910784094915,7053,4402,2620,2.0,8,4,2,1,1,1,0,0,1,1,0,0
361.4,0.04281107290370046,-0.16302759442244844,5949,2925,1742,2.0,6,3,1,1,1,0,0,0,1,1,0,0
293.9,-1.1126203870856057,-0.27957885077969524,4250,2532,1238,1.5,6,3,1,0,1,1,0,1,0,1,0,0
302.2,-1.1787604386789468,-0.47163221021381846,3701,2669,1177,1.0,5,2,1,1,1,0,0,1,0,1,0,0
217.2,-2.4155035787405263,0.8815187771033506,5489,925,925,1.0,5,3,1,0,1,0,0,1,0,1,0,0
367.9,-0.08425783717788857,0.7932941125554794,8060,2689,1469,1.5,6,3,1,1,1,1,0,1,0,0,1,0
305.1,-1.3494375563899454,0.03060118254365093,4725,2072,1248,2.0,5,2,1,0,1,0,0,1,0,1,0,0
314.6,-0.540806947223317,0.183003328653411,6020,2956,1210,1.0,6,2,1,0,1,1,0,1,0,0,0,1
289.5,-1.4157223088385926,1.4896242818812602,8092,1866,825,1.0,4,2,1,0,1,0,0,1,0,1,0,0
464.7,3.791944616450877,0.022371787187136706,10856,5734,2521,1.0,9,5,2,1,2,1,0,1,0,0,0,1
242.2,-1.058366940128917,-0.4819582834944548,3824,2722,1230,1.0,6,2,1,0,1,0,0,1,0,1,0,0
332.8,-0.9461731126281728,-0.030153686845571206,5060,2405,1341,1.5,5,3,1,1,1,0,0,1,0,0,0,1
359.2,0.05611911335101723,-0.6734278737177861,4725,3335,1680,1.5,5,3,2,0,1,1,0,1,0,0,1,0
317.5,-0.5346128798047932,0.5071113442813341,6850,2352,1466,2.0,6,3,1,1,1,1,0,1,0,1,0,0
331.5,-0.20883472447364282,0.6199635341029018,7476,2876,1332,1.0,5,2,1,0,1,1,0,1,0,1,0,0
250.7,-2.521215616210799,0.6390663410281736,4783,945,925,1.0,5,3,1,0,1,0,0,1,0,0,1,0
320.8,-0.8516474626048054,0.3985106918012521,6180,2482,1211,1.0,8,3,1,1,1,2,0,1,0,1,0,0
230.4,-2.563933937573187,0.5317188503106731,4471,1000,900,1.0,5,3,1,0,1,0,0,1,0,1,0,0
245.8,-2.9905163197844056,0.25825405890486214,3266,1216,576,1.0,5,2,1,0,1,0,0,1,0,1,0,0
306.0,-1.2838131535403854,-0.18407209056370383,4265,2458,1134,1.0,6,3,1,0,1,0,0,1,0,0,1,0
271.8,-1.481580842859044,0.10553967322092198,4725,2160,1080,1.0,5,2,1,1,1,1,0,1,0,1,0,0
512.7,1.0934455839664545,-1.2733310675186702,4590,3726,2352,2.0,8,4,2,1,1,1,0,0,1,1,0,0
301.5,-0.5965588113376334,0.47266752786280525,6715,2106,1584,1.0,7,3,2,0,1,0,0,1,0,1,0,0
233.5,-1.7108372492972217,0.001231633870181802,4200,2052,1026,1.0,5,2,1,0,1,1,0,0,1,1,0,0
307.2,-0.9735469695108858,-0.2980951161714378,4400,2358,1443,2.0,6,3,1,0,1,1,0,1,0,1,0,0
311.0,-1.2818356681574081,0.20625954633790997,5198,2330,1078,1.0,7,3,2,0,2,0,0,1,0,0,1,0
326.3,-0.12861892422429003,-0.09133709419833315,5868,3250,1406,1.0,6,3,1,0,1,2,0,1,0,1,0,0
249.4,-2.4651965671547864,0.301123918942597,4000,1542,720,1.0,4,2,1,0,1,0,0,1,0,1,0,0
369.2,-0.23522337042628674,-1.0136207550588945,3589,3003,1800,2.0,8,4,1,1,1,0,0,1,0,0,1,0
310.1,-0.9718386370828465,0.015480868717087152,5150,2252,1400,2.0,6,3,1,1,1,1,0,1,0,1,0,0
227.3,-1.9788590857472008,0.281740650021974,4545,1800,900,1.0,5,3,1,0,1,0,0,0,1,1,0,0
291.4,-0.636950057466315,-0.6253995614433853,4005,2880,1469,1.5,6,3,2,0,1,1,0,1,0,1,0,0
327.3,-1.5852868699208087,0.15804307492117467,4725,2080,1040,1.0,5,3,1,0,1,0,0,1,0,0,1,0
240.8,-2.4768866504759335,0.5862387143720976,4707,1025,925,1.0,5,3,1,0,1,0,0,0,1,1,0,0
238.5,-1.979749118497968,0.055166152292429604,4000,1912,910,1.0,4,2,1,0,1,0,0,1,0,0,0,1
271.5,-1.8450978465558057,-0.2033639146511615,3554,2000,1037,1.5,5,2,1,0,1,0,0,1,0,0,0,1
301.4,-0.29785811147911023,-0.7890664174055563,4000,3381,1453,1.0,7,3,2,0,1,0,0,1,0,1,0,0
325.9,-1.273061176318008,-0.3224364083663285,3973,2260,1308,2.0,6,2,2,0,1,1,0,1,0,0,1,0
371.4,-0.7386724653363966,-0.9978553501962429,2996,2924,1502,1.5,8,4,1,1,1,1,0,0,1,1,0,0
305.4,-0.4847860971369225,-0.02069702028616945,5640,2675,1487,1.5,6,3,1,1,1,0,0,1,0,1,0,0
396.4,1.8470949663802927,-0.8675390457287725,6433,4390,2322,1.5,9,5,2,0,1,2,0,1,0,0,0,1
312.9,-1.1637874114976818,-0.06094262838239936,4725,2273,1284,2.0,6,3,1,0,1,0,0,1,0,1,0,0
501.8,1.2880848235120943,-1.135819936865039,5150,3826,2376,2.0,9,4,2,0,1,1,0,1,0,0,1,0
286.7,-0.5959439833747328,-0.2896179737548815,4838,2965,1330,1.0,4,2,1,0,1,0,0,1,0,1,0,0
273.7,-1.3429485575096232,-0.2760297442485126,4005,2145,1314,2.0,6,2,1,0,1,0,0,1,0,0,0,1
233.9,-2.4317713267758396,0.6048731491816235,4804,1065,925,1.0,5,3,1,0,1,0,0,1,0,1,0,0
252.5,-1.8427961456103872,-0.014662132550264197,4000,2006,970,1.0,5,2,1,0,1,0,0,1,0,1,0,0
295.5,-1.6327840085313519,-0.3339855586529405,3517,1989,1232,2.0,6,3,1,1,1,2,0,1,0,1,0,0
305.8,-0.08777127709213117,-0.8957686264942405,4000,3535,1539,1.0,7,3,1,1,1,1,0,1,0,1,0,0
268.0,-1.9573446615928123,0.43190549276995027,4972,1331,1145,1.0,6,3,1,0,1,0,0,1,0,1,0,0
313.6,-0.6170339989722892,0.4835120114253773,6625,3006,1025,1.0,6,2,1,0,1,1,0,1,0,1,0,0
277.6,-1.959119102094338,-0.1289830566783941,3586,1984,944,1.0,5,2,1,0,1,0,0,1,0,1,0,0
311.9,-0.6847648235653847,-0.15867399142644478,5100,2295,1628,1.0,8,3,1,1,2,2,0,1,0,1,0,0
329.1,-1.4630814937100587,0.7949744049651477,6381,2044,925,1.0,5,3,1,1,1,0,0,1,0,1,0,0
389.6,0.4014024521845842,-0.510354888426282,5513,3666,1658,1.0,7,3,2,1,1,1,0,1,0,1,0,0
316.5,0.027559988665677188,0.1102889397816057,6533,3320,1400,1.0,5,2,1,0,1,1,0,1,0,1,0,0
278.9,-1.5075934415714916,-0.18269740656251598,4000,2304,1075,1.0,6,2,1,1,1,1,0,1,0,1,0,0
295.3,-1.0282455918387825,0.21390891713401813,5520,2504,1142,1.0,5,2,1,0,1,1,0,1,0,1,0,0
398.2,-0.7239367707978671,-0.42863635647220816,4400,2452,1600,2.0,7,3,2,0,1,1,0,1,0,0,1,0
262.1,-1.9080464929758822,0.01897890633164558,4000,1970,936,1.0,5,2,1,0,1,0,0,1,0,1,0,0
320.7,-1.3796389429494589,-0.4789117479056138,3479,2170,1344,2.0,6,3,1,1,1,2,0,1,0,1,0,0
312.7,-0.9649397618402522,-0.3385359344161826,4320,2316,1488,2.0,7,3,2,0,1,0,0,1,0,0,0,1
238.9,-2.4879262320347033,0.739366527424816,5063,925,925,1.0,5,3,1,0,1,0,0,1,0,1,0,0
336.2,-0.962517027949589,-0.3960499483388258,4136,2837,1196,1.0,7,4,2,0,1,0,0,1,0,1,0,0
388.4,0.32749309233787577,-0.701657805172373,5000,3360,1858,2.0,9,3,1,1,1,0,1,0,0,1,0,0
273.8,-1.3670092378787466,0.23399537525568026,5173,2152,1118,1.5,5,2,1,0,1,0,0,1,0,1,0,0
301.8,-0.7941774977618344,0.23658182578619222,5850,2704,1172,1.0,6,3,1,1,1,1,0,1,0,1,0,0
539.8,1.748445777946838,-0.45424360315688966,7310,4086,2296,2.0,7,3,2,1,1,1,0,0,1,1,0,0
365.0,0.013612615227932482,-0.972158637145258,4000,3021,1943,2.0,6,3,1,1,1,1,0,1,0,0,0,1
327.8,-1.0943527648884925,-0.4032840598151018,4000,2354,1400,2.0,6,3,1,0,1,1,0,1,0,0,1,0
318.0,-0.7855820332784861,0.5204049968444128,6533,2656,1109,1.0,6,2,1,1,1,1,0,1,0,0,0,1
254.1,-1.4355479976843353,0.7825948990001129,6383,2082,925,1.0,5,3,1,0,1,0,0,1,0,1,0,0
308.0,-1.1220418794659202,-0.6261081264915173,3442,2344,1464,2.0,7,3,1,1,1,1,0,1,0,1,0,0
229.7,-1.9303277191851245,0.28960049741267885,4620,1850,900,1.0,5,2,1,0,1,0,0,1,0,1,0,0
438.3,-0.4202459235495372,-0.33068201056493707,5000,2604,1680,2.0,6,3,2,1,1,1,0,0,1,1,0,0
299.3,-1.5686219567534,0.39084333837980295,5310,1914,1071,1.5,5,2,2,0,1,1,0,1,0,1,0,0
320.2,-0.6868298534090815,0.5613189705353302,6740,2800,1075,1.0,6,3,2,0,1,1,0,1,0,1,0,0
255.7,-2.3460917401850496,0.7276784098293344,5163,1450,709,1.0,4,2,1,0,1,0,0,1,0,1,0,0
305.0,-0.5637957884445071,-0.1736963001121163,5150,2978,1304,1.0,7,2,1,0,1,1,0,1,0,1,0,0
239.4,-1.4771502706307609,-0.20011944418932742,4000,2280,1116,1.0,5,2,1,0,1,1,0,1,0,1,0,0
380.8,-0.11319557408660448,-1.1367877627727399,3440,3144,1840,2.5,7,3,1,1,1,1,0,1,0,0,1,0
252.0,-1.8377543316494314,0.5178889693993736,5326,1328,1198,1.0,6,3,1,0,1,0,0,1,0,0,1,0
277.8,-1.933818806683431,0.10032307905019011,4159,1966,893,1.0,5,2,2,0,1,1,0,1,0,1,0,0
308.0,-1.1305324802210301,-0.3878488913295803,4000,2258,1428,2.0,6,3,1,1,1,1,0,1,0,1,0,0
282.7,-1.2037996554034034,-0.28268423165302253,4160,2202,1376,2.0,6,3,1,0,1,0,0,1,0,1,0,0
348.6,0.8777209813449491,0.7078794701790774,9000,3474,1676,1.5,5,2,1,0,1,0,0,1,0,0,0,1
341.5,-1.4527343597612807,-0.1336960806957091,4210,2050,1248,2.0,6,3,1,1,1,0,0,1,0,0,1,0
238.3,-2.436159234130318,0.8588479275274479,5394,1081,825,1.0,4,2,1,0,1,0,0,1,0,1,0,0
493.4,0.03662295969270817,0.08712463949526719,6534,2878,1680,2.0,7,3,2,1,1,1,0,1,0,0,1,0
503.2,2.038834938801638,-0.9435178369976195,6480,4564,2373,2.0,5,3,1,1,1,0,0,1,0,0,1,0
227.1,-2.158952761716252,0.5636748813553988,4998,1616,792,1.0,4,2,1,0,1,1,0,1,0,1,0,0
259.9,-0.15887976627372574,-0.7952798761184979,4160,3396,1540,1.0,5,3,1,0,1,0,0,1,0,0,0,1
322.3,-1.2904780639684088,-0.5575103477045292,3402,2222,1400,2.0,6,3,1,1,1,2,0,1,0,0,0,1
228.2,-2.4866651068144785,0.3114240932206954,4000,1512,720,1.0,4,2,1,0,1,0,0,1,0,1,0,0
244.9,-1.8177557380387863,0.44404307170174434,5120,1908,888,1.0,5,3,1,0,1,1,0,1,0,1,0,0
307.3,-1.4567106179611675,-0.12522631947721546,4200,2300,1092,1.0,6,2,2,0,1,0,0,1,0,0,1,0
296.0,-0.22773067430554908,-0.20077979769131868,5503,3070,1485,1.0,6,3,1,0,1,0,0,1,0,1,0,0
351.2,-0.4515695630305128,0.18781080651643745,6180,2598,1484,1.5,7,3,2,0,1,1,1,0,0,1,0,0
311.8,-1.280514679983231,-0.5764092935579286,3368,2244,1400,2.0,6,3,1,1,1,1,0,1,0,1,0,0
208.7,-1.616243256583127,0.15769661944212635,4697,1959,1092,1.5,6,2,1,0,1,0,0,1,0,1,0,0
277.7,-1.5929638936238284,0.410044830808668,5365,1505,1294,1.0,7,4,1,0,1,0,0,1,0,1,0,0
317.7,-1.449889590795314,0.18302538352748096,4976,1872,1248,2.0,6,3,1,0,1,0,0,1,0,1,0,0
394.4,0.18129030896729742,1.6748612500567737,10458,2802,1277,2.0,8,3,1,1,1,0,1,0,0,0,0,1
318.6,-0.5698863299096224,-0.6755175160854362,4000,2600,1700,2.0,7,4,1,1,1,1,0,1,0,0,0,1
346.2,-1.244554291430865,-0.1210880684851752,4510,1984,1424,2.0,8,4,2,0,2,0,0,1,0,0,1,0
344.9,-0.6741375820389537,0.16767288092520033,5877,2333,1500,2.0,6,3,1,1,1,1,0,1,0,1,0,0
271.2,-1.062439907095728,1.2538425352342384,7960,2120,992,1.0,4,1,1,0,1,1,0,1,0,1,0,0
305.2,-0.9930330464605773,-0.3662228930326121,4160,2912,1120,1.0,6,3,1,0,1,1,0,1,0,1,0,0
395.0,0.02142871213409506,0.1885703946375215,6727,3142,1476,1.0,7,4,2,0,1,0,0,1,0,0,1,0
333.4,-0.2760971196192426,-0.046715153097958734,5835,2758,1587,1.5,6,2,1,0,1,0,0,1,0,1,0,0
540.9,0.9529619987616893,-0.5549594936257705,6110,3636,2064,2.0,7,4,2,1,1,1,0,0,1,1,0,0
552.8,2.153241212066408,-1.2094068563869325,6000,4562,2543,2.0,8,4,2,2,1,1,0,0,1,1,0,0
356.3,-0.2601250045144918,-0.45713507260658404,4900,2660,1798,2.0,7,4,1,1,1,0,0,1,0,0,0,1
257.4,-1.2692073629016192,0.4752748960069954,5850,2295,1015,1.0,6,3,1,0,1,0,0,1,0,1,0,0
327.5,-0.6787756039631383,-0.07893434925437726,5270,2547,1453,2.0,6,2,2,0,1,1,0,1,0,1,0,0
406.7,0.2763065864912341,-0.10378689996199571,6375,3017,1824,2.0,8,4,2,1,1,1,0,0,1,1,0,0
460.0,-0.014531439837287361,-0.11420037014196635,6000,2836,1740,2.0,9,4,3,1,1,1,0,0,1,1,0,0
235.2,-2.0963753660901094,-0.38785752868452034,2805,1968,950,1.0,5,2,1,0,1,0,0,1,0,1,0,0
313.9,-1.1234512987031704,0.30032285554006044,5631,2218,1220,1.5,6,2,2,0,1,0,0,1,0,1,0,0
226.2,-2.5307401683157287,0.3337380389433028,4000,1478,703,1.0,4,2,1,0,1,0,0,1,0,1,0,0
385.13,0.6049736957483774,-0.3551799033493258,6216,2860,2227,2.0,7,3,2,0,1,0,0,1,0,0,1,0
278.3,-1.3951037564912327,0.858715295958133,6618,2034,955,1.0,5,2,1,0,1,0,0,1,0,1,0,0
289.5,-1.5657385615942385,-0.09296131847686569,4160,2076,1142,1.5,6,2,1,1,1,1,0,1,0,1,0,0
286.8,-1.4546301974374474,-0.1416670993850474,4160,2340,1075,1.0,5,2,1,0,1,1,0,1,0,1,0,0
454.5,0.583457041975605,-0.1774380339157283,6576,3168,1966,2.0,10,3,3,1,1,1,0,0,1,1,0,0
