TOTAL_VALUE,PCA1,PCA2,LOT_SQFT,GROSS_AREA,LIVING_AREA,FLOORS,ROOMS,BEDROOMS,FULL_BATH,HALF_BATH,KITCHEN,FIREPLACE,YR_BUILT_Encoded,REMODEL_Unknown,REMODEL_Recent,REMODEL_Old
267.9,-1.785616212,-0.176932561,3689,2020,1056,2,5,2,1,0,1,1,3,1,0,0
289.3,-1.58169607,0.26478926618069865,4979,2091,999,1,6,3,1,1,1,1,3,1,0,0
472.4,2.616079017661639,-1.962778779,4800,4715,3022,1.5,10,4,3,0,2,1,3,0,1,0
455.9,0.17111427382413041,-0.21148843,6000,2900,1860,2,7,4,2,1,1,1,4,1,0,0
290.4,-1.773466037,0.17381536795753894,4535,1961,979,1.5,6,2,1,1,1,0,3,1,0,0
237,-2.161090182,0.16838903961831075,4051,1760,840,1,5,3,1,0,1,0,4,1,0,0
297.6,-1.501246169,0.2524131214677402,5040,2210,986,1,5,3,1,1,1,1,3,1,0,0
370.4,0.071211153,2.5124247377243556,12330,2380,1168,1,5,2,1,0,1,1,3,0,1,0
364.5,-0.844934059,-0.52898908,4000,2556,1490,2,7,3,1,1,1,0,3,0,1,0
346.7,-0.017302716,0.41332626418144613,7210,3104,1395,1,6,3,1,1,1,1,3,1,0,0
275.8,-1.588783686,-0.46262549,3239,2298,1120,2,5,2,1,0,1,1,3,1,0,0
309.8,-0.828830829,-0.137927351,4946,2495,1403,1.5,6,3,2,0,1,1,3,1,0,0
258.2,-2.505038986,-0.26942164,2600,1616,845,1.5,5,2,1,0,1,0,2,1,0,0
277.8,-1.153825137,0.21269758175126507,5368,2400,1120,1,4,2,1,0,1,1,3,1,0,0
331.9,-1.295158444,0.020650399,4772,2052,1300,2,7,3,1,1,1,1,4,1,0,0
297.3,-1.107879238,-0.223876063,4371,2688,1128,1,6,3,1,1,1,1,4,1,0,0
304.2,-0.596872351,0.7301173714651572,7260,2706,1134,1,6,3,1,0,1,0,3,1,0,0
304.1,-1.004010057,-0.241180277,4480,2507,1313,1.5,6,3,2,0,1,1,4,1,0,0
378.8,0.06053515,-0.153961406,6000,2851,1795,2,6,3,2,0,1,1,4,1,0,0
353.6,-0.199338042,-0.514958515,4827,2799,1775,2,7,3,1,1,1,0,3,1,0,0
341,-1.228039097,-0.083258861,4595,2230,1274,2,6,3,1,1,1,1,4,1,0,0
414.2,-0.094260368,-0.075907703,6000,2724,1740,2,7,4,1,1,1,1,4,1,0,0
284,-2.545777095,-0.247123801,2600,1624,805,1.5,5,2,1,0,1,0,3,0,1,0
353.6,-0.409961628,-0.559324531,4467,2686,1716,2,5,3,2,0,1,0,4,1,0,0
289.3,-1.284786891,-0.152222793,4336,2480,1109,1,7,2,1,0,1,1,3,1,0,0
367.7,-1.573708694,1.391582571893407,7661,1866,752,1,7,3,1,0,1,0,3,0,1,0
265.2,-1.909634217,0.5082360017523075,5164,1808,864,1,5,2,1,0,1,1,3,1,0,0
311.4,-1.13222894,-0.191128729,4461,2248,1365,2,6,3,1,1,1,0,3,1,0,0
481.8,0.5809893685443845,0.9852044941490482,9296,3274,1500,1,9,3,2,0,1,1,4,1,0,0
423.9,0.47100224777456456,-0.862262047,4820,3200,2106,2,8,3,2,0,1,1,4,0,1,0
274.1,-1.472582567,0.14551267444234786,4816,2300,988,1,5,2,1,0,1,1,3,1,0,0
300.6,-0.36348919,-0.614260626,4342,3235,1436,1,8,4,1,0,1,1,3,1,0,0
338.5,0.1553270512064436,-0.189430907,5986,3360,1565,1,7,4,1,0,1,1,3,1,0,0
328.1,-1.140048026,0.6390022594619706,6400,2278,1056,1,6,3,1,1,1,0,4,1,0,0
415,0.40392561009073336,-0.323327104,6000,3222,1862,2,8,4,2,0,1,1,4,1,0,0
325,0.9835087123876247,0.9359209318482781,9714,3036,1932,2,8,4,2,0,1,0,2,1,0,0
289.1,-0.905429824,0.35318926559606445,6000,2532,1160,1,5,2,1,1,1,0,3,1,0,0
291.7,-1.61264145,-0.646382158,2806,2004,1344,2,5,3,1,1,1,1,2,0,0,1
419.3,0.019182560217773065,0.6911302807541233,7956,2637,1605,2,7,3,1,1,1,0,2,1,0,0
512.8,2.107434107580533,1.0735781310237842,11382,3840,2160,2,7,3,2,1,1,0,4,1,0,0
425.3,0.095665755,-0.045347797,6303,2820,1800,2,7,3,2,1,1,0,4,1,0,0
242.1,-2.188912064,-0.735044819,1885,1825,1093,2,7,3,1,0,1,0,2,1,0,0
433.7,0.37830536818298177,1.0901844491600439,9336,2772,1629,1,5,3,2,1,1,1,4,1,0,0
320.5,-0.340978958,-0.436294112,4816,2964,1553,1.5,7,3,1,1,1,0,3,1,0,0
255.3,-2.021026354,0.1917161181951273,4273,1864,864,1,5,2,1,0,1,0,3,1,0,0
378.3,1.4257053067044825,0.5522746301280278,9331,3451,2113,2,10,5,2,0,1,0,2,1,0,0
304.4,-1.590209626,0.028390259085772963,4400,2215,1000,1,7,3,2,0,1,1,3,1,0,0
317.5,-1.598582458,0.37394385912497774,5200,2234,864,1,5,3,1,0,1,1,3,0,1,0
287.4,-0.466803477,-0.331904888,4896,3024,1396,1,6,3,1,0,1,0,3,1,0,0
355,-0.034979285,1.3002279518981972,9331,2522,1428,1.5,6,2,1,1,1,1,3,1,0,0
283.8,-1.469097653,-0.101807971,4235,2339,1052,1,6,3,1,0,1,0,3,1,0,0
306.5,-1.758473295,-0.192270502,3699,1903,1150,2,7,4,1,0,1,0,3,0,0,1
458.4,0.6832320489497129,0.8355011867369612,9100,3009,1780,2,7,3,2,1,1,0,2,0,1,0
288.8,-1.351831269,1.9733234818515344,9331,1656,828,1,4,2,1,0,1,1,3,1,0,0
318.6,-1.394584045,0.091302324,4816,2013,1232,2,7,3,1,2,1,1,3,1,0,0
303.1,-1.370725561,-0.045110385,4522,2048,1274,2,6,3,1,1,1,1,3,1,0,0
316.1,-0.377761634,-0.535700593,4550,2820,1649,1.5,7,3,1,1,1,1,4,1,0,0
449.6,0.9506740387997187,-0.606843242,6000,3486,2170,2,8,3,1,1,1,1,4,1,0,0
311,-1.351831269,1.9733234818515344,9331,1656,828,1,4,2,1,0,1,1,3,1,0,0
355.8,-0.868568028,-0.518200087,4000,2510,1498,2,7,3,1,1,1,1,3,1,0,0
377.2,-0.615189873,0.19742232458487136,6000,2548,1400,2,7,3,1,1,1,1,4,1,0,0
296.7,-1.733158956,1.224933152523484,7088,1656,828,1,4,2,1,0,1,1,3,1,0,0
328.6,-0.844566002,-0.558577806,3929,2575,1489,2,7,3,1,1,1,0,3,1,0,0
320.5,-0.944683403,-0.650384703,3600,2437,1536,2,6,3,1,1,1,0,3,0,0,1
296.5,-0.486845941,-0.547200286,4355,3118,1400,1,7,4,1,1,1,1,3,1,0,0
459.6,1.0048049681876576,1.9548579562196482,12116,3245,1470,1,7,3,2,1,1,1,4,1,0,0
360.2,-0.980114105,-0.174766811,4649,2682,1201,1,7,3,2,0,1,0,3,1,0,0
306.3,-1.144137411,0.20146888880154973,5378,2158,1276,2,7,3,1,0,1,1,3,0,0,1
363.8,-0.77040092,-0.051909068,5194,2779,1242,1.5,7,3,1,1,1,1,3,1,0,0
430.3,0.46905782233191395,0.8395212035425755,8840,2989,1646,2,8,3,2,0,1,0,2,1,0,0
573.7,1.6512794535628192,0.19638270233975164,8742,3833,2158,2,10,5,2,1,1,1,4,1,0,0
310.4,-0.464602685,0.34110057678908406,6525,2585,1430,2,7,2,1,0,1,1,3,1,0,0
285.3,-1.486927258,-0.263007571,3856,2112,1232,2,7,3,1,0,1,1,3,1,0,0
357.4,0.4287356157731187,-1.156253977,4000,3954,1725,1,7,4,1,1,1,1,3,0,0,1
301.9,-0.973149099,0.549525001,6382,2470,1084,1,6,3,1,0,1,1,3,1,0,0
364,0.8792375237156439,-0.562317317,6000,3628,2021,2,10,6,1,1,1,0,3,0,0,1
451.5,1.3061264407009272,-0.782752969,6000,3856,2248,2,9,4,1,1,1,1,4,0,1,0
534,1.3076191997820668,-0.841413586,5852,3976,2197,2,8,4,2,1,1,1,4,1,0,0
329.6,-1.087242007,0.16296954688040421,5355,2204,1300,2,6,3,1,1,1,1,3,1,0,0
310.5,-0.239448901,-1.580340877,2275,2760,2138,2.5,8,4,2,0,1,0,2,0,1,0
326.9,-0.37429179,-0.693722835,4163,3019,1586,1.5,7,3,1,1,1,0,4,1,0,0
366.2,-0.348175698,-0.962354539,3584,2823,1814,2,9,4,1,1,1,0,3,1,0,0
268.1,-1.04027767,-1.146091651,2275,2821,1411,2,6,3,1,0,1,0,3,1,0,0
450.1,0.28912953275451825,0.28491924787742934,7312,2948,1740,2,7,4,2,1,1,1,4,1,0,0
336.2,-0.311384785,0.551982631,7196,2776,1346,1.5,6,2,1,1,1,2,4,1,0,0
359.1,-0.483350086,-0.052481359,5577,2573,1560,2,9,6,3,1,1,1,4,1,0,0
496,0.5277132527875038,-0.187050874,6483,3165,1933,2,8,4,3,1,1,1,4,1,0,0
435.8,0.11187856359430301,-0.183205196,6000,2814,1862,2,8,4,2,1,1,1,4,1,0,0
285.8,-1.1543707,-0.680437921,3256,2513,1359,1.5,6,3,1,1,1,0,3,1,0,0
435.4,2.811189201712528,1.2626343339892008,12679,4236,2332,2,9,3,2,1,1,0,1,0,0,1
408.5,0.22068040444591433,-0.235407475,6000,2966,1862,2,8,4,1,1,1,1,4,1,0,0
336.1,-0.668825932,1.5236306733809262,9100,2050,1207,2,6,3,1,0,1,0,3,1,0,0
327.4,-0.666690996,0.5118187924598623,6697,2317,1396,2,7,3,1,0,1,1,3,1,0,0
276.2,-2.023666675,0.27063958348838923,4464,1776,888,1,4,2,1,0,1,1,3,1,0,0
443.1,0.2809188573300132,1.1605387689039803,9377,2782,1533,1.5,7,3,1,1,1,0,3,0,0,1
297.8,-1.448211064,1.596302351,8307,1810,800,1,5,2,1,0,1,0,3,1,0,0
363.7,0.073954512,-0.112784782,6059,3401,1459,1.5,6,3,2,1,1,0,4,0,0,1
472.6,1.9270861948416462,-0.058399173,8520,3557,2598,1,10,4,2,1,1,1,4,0,1,0
348.3,-0.793442567,-0.812598595,3400,2540,1632,2,9,4,1,1,1,1,3,1,0,0
510.3,1.3415222209931494,-1.410961449,4550,4034,2381,2,8,5,2,1,1,0,4,1,0,0
247.2,-1.440923116,0.15236353003568348,4883,2192,1072,1,4,2,1,1,1,0,4,1,0,0
370.3,0.42261870751753255,1.5288165154504716,10400,3008,1366,1,6,3,1,1,1,0,3,1,0,0
440.3,0.8903490365394051,0.15933821923104152,7750,3236,2016,2,9,4,1,1,1,1,4,1,0,0
292.5,-1.085426686,0.21987968094099217,5464,2476,1118,1,6,3,1,0,1,0,4,0,0,1
543.5,1.9662599889557677,-1.11585439,6000,4392,2486,2,7,4,2,1,1,1,4,1,0,0
475.2,0.4980712478557719,0.38861366794344715,7831,2844,1908,2,8,4,2,1,1,1,4,1,0,0
327.3,0.098100277,1.340798835013349,9551,2964,1238,1,6,2,1,1,1,0,3,1,0,0
404.6,0.1345565536115192,-0.172620237,6000,3352,1550,1.5,6,3,1,1,1,1,4,1,0,0
300.1,-0.709158895,0.11265121230508121,5675,2614,1326,1.5,6,2,1,1,1,1,3,1,0,0
425.6,-0.264529721,1.5316337315062218,9576,2604,1144,1,5,3,2,0,2,1,4,0,1,0
275.8,-1.559716881,-0.88895187,2277,2262,1308,2,6,3,1,1,1,0,3,1,0,0
372.3,0.7496949110191029,0.802856018,9100,3084,1791,2,6,3,1,1,1,0,3,1,0,0
380.9,-0.401965255,0.2964372376931021,6458,3000,1238,1,4,2,1,0,1,0,3,0,0,1
498.7,1.2061167912552544,0.099080993,7984,3482,2102,1.5,10,4,3,1,2,1,3,0,0,1
404.6,0.5706511334743284,1.9673302292962693,11651,2684,1510,2,7,2,1,1,1,0,2,1,0,0
304.1,-1.263764163,0.29553107357513947,5433,2304,1075,1,6,3,1,0,1,0,3,1,0,0
466.9,0.7575070764159402,0.6426297231574559,8720,3216,1772,2,6,3,2,1,1,1,4,1,0,0
291.1,0.9269465050169998,1.2652406658310773,10400,3203,1680,1.5,8,4,2,0,1,0,3,1,0,0
299.5,-1.817214588,-0.426626943,3075,1888,1200,2,6,3,1,1,1,1,3,0,0,1
315.7,-1.475469359,-0.761598279,2691,2184,1368,2,6,3,1,1,1,1,4,0,1,0
406.1,-0.005556137,-0.39237056,5343,2978,1756,2,7,4,1,1,1,1,3,0,1,0
294.2,-1.339853989,0.6959329267251119,6289,2194,952,1,6,2,1,0,1,0,3,1,0,0
468.7,0.8221100727856622,0.7694189898291721,9100,3216,1772,2,6,3,2,1,1,1,4,1,0,0
297.4,-1.583173596,-0.479540903,3218,2181,1200,2,6,3,1,1,1,1,3,1,0,0
304.9,-1.416363051,-0.729324569,2841,2192,1392,2,6,3,1,1,1,1,3,1,0,0
413.8,0.3559669039258784,-0.300316889,6000,3155,1862,2,8,4,1,1,1,1,4,1,0,0
378.9,0.8995438522955713,0.748478536,9118,3526,1645,1.5,6,3,1,1,1,1,3,1,0,0
386.1,-0.508598183,-0.445353784,4600,2786,1550,1.5,7,3,1,1,1,0,3,0,1,0
528.2,0.7187946390019798,-0.307765416,6454,3038,2180,2,8,4,2,2,1,1,4,0,1,0
416.9,-0.719195948,1.48924971,8930,2304,1032,1,5,3,1,1,1,2,4,0,0,1
486.3,0.8221100727856622,0.7694189898291721,9100,3216,1772,2,9,3,2,1,1,1,4,1,0,0
381.1,0.38727805988000935,1.5296937657716014,10380,2780,1479,1.5,6,2,1,1,1,1,3,0,1,0
341.1,-1.108111794,0.3803773696774559,5822,2382,1104,1,6,3,2,0,1,1,4,1,0,0
241.8,-1.815644149,0.4868298940861736,5230,1836,918,1,5,3,1,0,1,0,3,1,0,0
269.5,-1.211636538,-0.450331733,3716,2598,1190,1,4,2,1,0,1,1,3,1,0,0
262.8,-1.687788719,1.1288493829306168,6913,1722,852,1,5,2,1,0,1,1,3,1,0,0
334.7,-0.568177529,0.2956431726318896,6269,2764,1268,1,6,3,2,0,1,1,3,1,0,0
356.6,-0.861425619,0.31556432583707716,6000,2204,1400,2,6,3,2,0,1,1,4,1,0,0
602.5,2.811383509,-0.688543725,8031,4842,2639,2,7,4,2,1,1,2,4,1,0,0
376.2,-0.938730887,0.6603549776581477,6692,2412,1104,1,5,2,1,0,1,1,4,1,0,0
346.8,-0.627000867,-0.019462416,5496,2338,1593,1,6,3,1,1,1,1,4,1,0,0
382.9,-1.996232429,0.22388485456142515,4400,1664,990,2,6,3,1,1,1,0,3,1,0,0
284.2,-0.782385631,-0.793541065,3403,3100,1296,1,5,2,1,0,1,1,3,1,0,0
288.5,-0.237976224,-1.390548127,2669,3303,1747,1.5,6,3,1,1,1,0,3,0,0,1
410.9,0.924974759,0.38326792015950734,8325,3190,1990,2,6,3,1,1,1,0,3,0,0,1
351.7,-0.283361586,0.27386349128593257,6600,2551,1596,2,7,3,1,0,1,1,3,1,0,0
427,1.0252448761385264,-1.425955004,4080,4374,1968,1.5,6,3,2,0,1,1,4,1,0,0
279.5,-1.469181309,-0.267513604,3835,2442,1047,1,5,2,1,1,1,1,3,1,0,0
273.6,-1.266227461,0.07041563,4888,2430,1075,1,5,4,1,1,1,0,4,1,0,0
334.8,-0.572437492,1.1913706837695563,8414,2320,1224,1.5,6,3,2,0,1,1,3,0,1,0
378.9,0.2582979549955646,0.4885378576918888,7782,2644,1832,1,8,3,1,1,1,1,4,1,0,0
251.1,-1.847313672,0.027725014,4098,1960,980,1,5,2,2,0,1,0,3,1,0,0
309.6,-1.093553413,0.43692170911349604,5975,2366,1104,1,5,2,1,0,1,0,4,1,0,0
478.7,1.0954626366740632,1.1662246628807258,10400,3010,1944,2,7,3,2,1,1,0,3,0,1,0
271.1,-2.033117227,1.327699975353917,6971,1440,720,1,4,2,1,0,1,0,4,1,0,0
384.3,0.18632192838751077,-0.218922545,6000,2918,1862,2,7,5,1,1,1,1,4,1,0,0
306,-1.315732652,0.11956775088991399,4950,2338,1080,1,5,2,1,0,1,0,4,1,0,0
304.3,-1.785046933,-0.174540406,3710,1873,1144,2,8,4,1,0,1,0,3,1,0,0
253.8,-2.279903982,0.071334602,3675,1732,810,1,5,2,1,0,1,1,3,1,0,0
283.7,-1.23831983,0.7452299730242871,6533,2200,1000,1,5,2,1,0,1,0,3,1,0,0
294.3,-1.912899662,0.089614996,4160,1964,912,1,5,2,1,0,1,0,3,0,1,0
501.8,2.126627545452812,0.6383868081788305,10400,3670,2425,2,7,3,2,1,1,2,2,0,1,0
730.3,4.939005509805325,-2.719825079,5818,6180,3970,2.5,9,4,2,1,1,0,4,1,0,0
281.6,-1.565617954,-0.538783173,3086,2331,1142,1.5,7,3,1,0,1,0,3,0,0,1
423.5,1.4336693813533812,-0.501419386,6840,3687,2339,2,8,4,2,1,1,1,3,0,1,0
286.7,-1.39769661,-0.135156697,4241,2400,1075,1,6,3,1,0,1,1,3,1,0,0
332.2,-1.117727389,0.5821415474462028,6292,2304,1075,1,6,3,1,1,1,0,4,0,1,0
381,-0.058431475,0.18730773408503149,6700,2366,1889,1,8,4,1,1,1,1,3,1,0,0
481.8,1.6114945452326892,0.21653565437319458,8727,3953,2052,2,7,3,2,1,1,1,4,0,1,0
369.6,-0.752808456,0.6794434986836524,6948,2658,1075,1,6,3,1,1,1,1,4,1,0,0
338.2,-1.178428578,0.4170116970022147,5825,2322,1080,1,6,3,1,0,1,0,4,0,1,0
270.7,-2.144057916,-0.162672956,3280,1902,880,1,5,2,1,0,1,0,3,0,1,0
398.8,0.5623567549528425,-0.404569959,6000,3320,1938,2,8,4,1,1,1,1,4,1,0,0
537.5,2.7752266159275543,0.3111635417793581,10400,4198,2658,2,8,4,2,1,1,1,2,0,0,1
462.9,0.6936749798360948,0.6755950771255241,8720,3182,1738,2,6,3,2,1,1,1,4,1,0,0
469.5,0.8221100727856622,0.7694189898291721,9100,3216,1772,2,8,3,2,1,1,1,4,1,0,0
285.2,-1.750075878,0.5324479294586771,5409,1950,878,1,5,3,1,1,1,2,4,1,0,0
353.1,-0.367877455,1.115327671296323,8450,2766,1120,1,7,3,2,0,1,1,3,1,0,0
344.7,-0.409326053,0.6022503552971326,7242,2255,1576,1,8,5,2,0,1,1,3,1,0,0
271.2,-1.789113126,-0.389926759,3200,1857,1225,2,6,3,1,1,1,1,3,1,0,0
313.4,-0.743881299,-0.563041814,4050,2536,1582,2,6,3,1,1,1,1,3,1,0,0
347.225,-0.480676657,-0.295535617,5006,2602,1628,2,8,3,1,1,1,0,3,0,0,1
342.1,-0.622917446,0.4138769996320904,6518,2359,1434,2,6,3,1,0,1,1,3,1,0,0
401.6,0.1300852985742344,1.541446904245652,10103,2566,1430,1.5,6,2,2,0,1,1,3,0,1,0
277,-0.774819577,-0.759933755,3495,3066,1310,1,6,3,1,0,1,0,3,1,0,0
439.8,1.008089327289603,0.2292674310889587,8048,3393,1977,2,8,4,3,1,1,0,2,0,1,0
348.1,-0.807783924,1.0087325810378551,7680,2383,1090,1,5,4,1,0,1,1,4,0,0,1
290.7,-1.411869561,-0.135000216,4225,2384,1075,1,6,3,1,0,1,0,3,1,0,0
372.7,-0.668749196,1.6618718207665795,9408,2222,1056,1,6,3,1,0,1,1,4,1,0,0
226.265,-1.431737923,0.11917088214469125,4815,2208,1080,1,5,2,1,1,1,0,4,0,1,0
280,-1.96758118,0.30185192687624346,4600,1861,864,1,6,3,1,0,1,1,3,1,0,0
334.4,-1.88969606,-0.338296634,3200,1796,1176,2,7,3,1,1,1,1,3,0,1,0
412.7,0.680826926,-0.046186599,7000,3248,1938,2,8,4,1,1,1,1,4,1,0,0
440.1,1.4005206275908322,-1.365810045,4712,4224,2291,1.5,9,3,2,0,1,0,3,1,0,0
302.9,-1.122445402,0.36309059212266354,5759,2424,1075,1,6,3,1,1,1,0,3,1,0,0
632.4,4.760819995944405,-2.81499202,5368,6184,3880,2,9,3,2,0,1,1,4,1,0,0
365.6,0.7401702512831383,2.9654562238382933,14200,2812,1204,1,5,2,1,1,1,1,4,1,0,0
381.9,-0.410100423,-0.032376902,5720,2544,1620,2,7,3,1,1,1,1,4,1,0,0
333.4,0.45982532738608495,1.7540767995772053,11013,2645,1532,2,6,3,1,1,1,0,2,1,0,0
254.8,-2.139520179,0.004072571,3685,1830,869,1,5,2,1,0,1,1,4,1,0,0
298.5,-1.523135922,-0.52290698,3200,2102,1303,2,7,3,1,1,1,0,3,0,1,0
353,-0.806570751,0.9830233749543699,7617,2424,1075,1,6,2,1,1,1,0,3,1,0,0
317.8,0.3442142809862483,-0.288889158,6004,3235,1802,2,7,4,2,0,1,0,1,1,0,0
333.8,-1.002874386,-0.0659922,4913,2310,1372,2,6,3,1,1,1,1,3,1,0,0
314.7,-0.633118096,1.3129504437544002,8612,2430,1075,1,6,2,1,0,1,1,3,0,0,1
354.2,0.076260427,0.8778784657814136,8450,2812,1474,1.5,7,4,1,1,1,1,3,1,0,0
429.2,0.6600605572069027,0.038390393,7156,3414,1795,1.5,10,4,2,1,1,0,4,1,0,0
292.3,-1.005693375,1.8263834475734642,9391,1989,912,1,5,2,1,0,1,0,3,1,0,0
365,0.061403457,1.2650683707784849,9334,2888,1285,1,6,3,1,1,1,1,3,1,0,0
324.1,-0.221399849,-0.125723173,5668,3263,1347,1,7,3,1,0,1,1,3,0,0,1
307,-0.985404044,0.22720504819461873,5606,2496,1171,1,6,3,1,1,1,0,3,1,0,0
275,-1.630569414,1.0374974763275802,6778,1649,966,1,5,3,1,0,1,0,3,1,0,0
368.1,-0.301896765,-0.39441541,4965,2954,1571,1.5,6,3,2,0,1,1,4,0,0,1
331.9,-0.789384056,1.355184442,8530,2262,1056,1,6,3,1,0,1,1,4,1,0,0
315.3,-1.457913222,1.4856892314861343,8040,1756,864,1,6,3,1,0,1,1,4,1,0,0
332.9,-0.906198876,-0.386844554,4250,2622,1360,1.5,8,3,2,0,1,1,3,1,0,0
354.9,0.8660082717588834,-1.74494893,3200,3653,2404,1,7,3,1,2,1,0,3,0,1,0
266.4,-1.792999679,0.5746443000122982,5522,1266,1246,1,6,3,1,0,1,1,3,0,0,1
258.6,-2.251896111,0.21326664829396427,4052,1654,827,1,4,2,1,0,1,1,3,1,0,0
482.8,0.5871795634630952,-0.491603875,5832,3268,2016,2,7,3,2,1,1,1,4,1,0,0
298.6,-1.093163854,-0.42987927,3928,2460,1346,1.5,6,2,1,1,1,1,3,1,0,0
352.6,-0.098309113,-0.358282931,5304,2994,1672,2,7,3,1,1,1,1,3,1,0,0
365.8,0.5084807373425074,1.4646674407424463,10354,3048,1422,1,6,4,2,0,1,0,4,1,0,0
415.1,0.15567246654228145,0.000270919,6460,3084,1666,1.5,9,4,2,0,1,0,4,0,1,0
432.8,1.8273777887607492,0.7918029588481138,10400,3484,2282,2,9,3,2,0,1,1,3,0,1,0
307.9,-1.473575407,-0.249183483,3914,2026,1288,2,8,4,1,0,1,0,3,1,0,0
298.1,-1.108268701,-0.368873844,4052,2463,1313,1.5,6,3,2,0,1,1,4,0,1,0
431.3,2.3251368688076433,5.887188049091273,23115,2448,1488,2,6,3,1,1,1,1,2,1,0,0
270.6,-1.363775014,-0.023127667,4550,2374,1075,1,6,3,1,0,1,1,3,1,0,0
315.9,-1.348112949,0.8927244010320229,6821,1394,1360,1,7,3,2,1,1,1,3,1,0,0
599.1,2.7264795352426363,-1.935532747,4968,5076,2870,2,10,4,2,2,1,1,4,1,0,0
470.8,1.4504377693722994,-0.823477118,6070,4028,2256,2.5,7,4,2,0,1,0,3,0,1,0
303.3,-0.49568377,0.11040173326782936,5931,2707,1415,1,6,3,1,1,1,1,3,1,0,0
334.5,-0.890946657,0.20208625415613704,5652,2643,1155,1,6,2,1,1,1,1,4,1,0,0
346.8,-0.42433555,1.125956565183843,8415,2650,1148,1,5,3,1,0,1,1,4,1,0,0
377.6,-0.433937209,0.5551786032376514,7077,2487,1436,2,9,3,2,0,1,0,3,1,0,0
438.9,0.18377238705753784,0.3770997588291997,7400,2900,1666,2,6,3,1,1,1,0,3,1,0,0
279.1,-1.52671912,1.7275208908968909,8527,1700,768,1,5,2,1,0,1,0,3,0,0,1
247.8,-2.219370899,-0.117133077,3300,1818,864,1,5,2,1,0,1,1,4,1,0,0
404.7,-0.538404076,0.18316988847907456,6066,2526,1470,2,8,4,1,2,1,1,4,1,0,0
323.5,-0.366465071,-0.685212204,4171,3239,1456,1,8,4,2,0,1,0,3,0,1,0
346,-0.367062411,1.9246242580712953,10400,2304,1120,1,6,3,1,0,1,1,4,1,0,0
332.8,-1.690344134,0.7567935346531087,6016,1912,864,1,6,3,2,0,1,1,4,1,0,0
412,0.3334006644833653,-0.259743338,6067,3153,1834,2,9,4,2,1,1,1,4,0,1,0
319,-0.598942993,0.44118051661155905,6576,2726,1220,1,6,2,1,0,1,0,3,1,0,0
388.1,-0.380091821,-0.406530673,4840,2928,1538,1,5,2,1,0,1,1,3,1,0,0
384.6,0.7021097088688667,1.3698132046488147,10400,2811,1728,2,8,2,2,0,1,0,3,1,0,0
308.3,-0.295866758,-0.750402424,4137,2940,1706,2,8,4,1,1,1,1,2,1,0,0
345.4,-0.778743401,0.29889805729499186,6067,2190,1470,2,7,4,1,2,1,1,4,1,0,0
317.2,-0.95166337,0.1773281317391466,5559,2220,1377,2,6,3,1,1,1,1,4,1,0,0
409.6,0.4636495023725433,-0.577924826,5431,3684,1712,2,8,4,1,1,1,0,3,0,0,1
378.7,1.8852611373206039,-0.874470773,6500,4040,2560,2,10,3,1,1,1,1,4,0,1,0
773.5,5.726987472638317,-2.417840858,7449,6960,3929,2,12,4,5,0,1,1,4,1,0,0
318.4,-1.255698747,-0.60990522,3300,2447,1306,1.5,6,3,2,0,1,1,4,1,0,0
294.3,-1.05087048,0.6364308019440437,6500,2348,1075,1,6,3,1,0,1,1,4,1,0,0
319,-0.354233067,-0.556571076,4514,2988,1571,1.5,6,3,2,0,1,0,3,1,0,0
545.4,1.242959020500059,-1.185360559,4968,3909,2312,2,7,3,3,1,1,2,4,1,0,0
593.4,2.6919129794368466,-0.992451946,7196,4531,2850,2,8,4,2,1,1,1,4,1,0,0
353.7,0.7279899233750975,-0.672468023,5552,3601,1973,2,7,3,1,0,1,0,3,1,0,0
388.9,-1.095294016,-0.525867614,3700,2456,1380,2,7,3,2,1,1,0,4,1,0,0
279.5,-1.621895135,0.5981779986347505,5729,1920,960,1,5,3,1,1,1,1,3,1,0,0
297.6,-1.110581992,2.2604889381259445,10305,1726,850,1,4,2,1,0,1,1,4,1,0,0
335.3,-0.05687949,-0.248693859,5610,3036,1637,1.5,6,3,2,0,1,2,3,0,0,1
341.2,-1.490232506,0.2230206454156378,5000,2058,1095,1.5,6,2,1,1,1,0,3,0,0,1
328.9,-0.874276933,0.5879274103380825,6600,2446,1152,1,7,3,1,0,1,1,3,1,0,0
357.4,-0.955137934,-0.733248026,3364,2717,1389,1.5,6,3,1,1,1,2,3,1,0,0
282.5,-1.039131317,-0.41115275,4013,2736,1210,1,6,3,1,0,1,1,4,1,0,0
229.1,-1.937656974,-0.125342239,3620,1996,950,1,5,2,1,0,1,0,3,0,0,1
333,-0.444493896,0.076959686,5900,2880,1357,1,5,2,1,0,1,0,4,0,0,1
333.7,-1.074217439,-0.511741455,3737,2686,1251,1,7,4,2,0,1,0,3,1,0,0
530.6,1.303665404709983,-1.172532385,5076,3900,2354,2,7,3,3,1,1,1,4,1,0,0
468.3,0.9037132598452622,2.3974777584236087,13065,2880,1469,1.5,7,3,2,0,1,1,4,1,0,0
448.3,-0.169674332,0.3038732975899835,6799,2708,1568,2,7,4,2,0,1,1,3,0,0,1
252.3,-1.742437876,0.43843102449798194,5203,1896,948,1,5,2,1,1,1,0,3,1,0,0
388.9,-0.715203483,-0.464893629,4293,2778,1422,1.5,6,2,1,2,1,0,3,0,0,1
